"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","resale_price"
"2131","2012-03","WOODLANDS","5 ROOM","170","WOODLANDS ST 11","11 TO 15",123,"Improved",1994,445000
"2132","2012-03","WOODLANDS","5 ROOM","585","WOODLANDS DR 16","06 TO 10",111,"Improved",2001,448000
"2133","2012-03","WOODLANDS","5 ROOM","873","WOODLANDS ST 81","01 TO 05",136,"Model A",1996,448000
"2134","2012-03","WOODLANDS","5 ROOM","718","WOODLANDS AVE 6","01 TO 05",120,"Improved",1997,450000
"2135","2012-03","WOODLANDS","5 ROOM","748","WOODLANDS CIRCLE","06 TO 10",122,"Improved",1998,450000
"2136","2012-03","WOODLANDS","5 ROOM","505","WOODLANDS DR 14","06 TO 10",124,"Improved",1999,450000
"2137","2012-03","WOODLANDS","5 ROOM","586","WOODLANDS DR 16","11 TO 15",111,"Improved",2001,450000
"2138","2012-03","WOODLANDS","5 ROOM","587","WOODLANDS DR 16","06 TO 10",111,"Improved",2001,450000
"2139","2012-03","WOODLANDS","5 ROOM","624A","WOODLANDS DR 52","01 TO 05",122,"Improved",1998,450000
"2140","2012-03","WOODLANDS","5 ROOM","602","WOODLANDS DR 42","06 TO 10",122,"Improved",1997,451000
"2141","2012-03","WOODLANDS","5 ROOM","770","WOODLANDS DR 60","11 TO 15",122,"Improved",1997,452000
"2142","2012-03","WOODLANDS","5 ROOM","688B","WOODLANDS DR 75","06 TO 10",110,"Premium Apartment",2004,452000
"2143","2012-03","WOODLANDS","5 ROOM","341","WOODLANDS AVE 1","06 TO 10",136,"Model A",1995,458000
"2144","2012-03","WOODLANDS","5 ROOM","614","WOODLANDS AVE 4","06 TO 10",122,"Improved",1998,458000
"2145","2012-03","WOODLANDS","5 ROOM","708","WOODLANDS DR 70","06 TO 10",119,"Improved",1996,458000
"2146","2012-03","WOODLANDS","5 ROOM","663","WOODLANDS RING RD","06 TO 10",122,"Improved",1998,458000
"2147","2012-03","WOODLANDS","4 ROOM","683A","WOODLANDS DR 62","11 TO 15",104,"Premium Apartment",2000,460000
"2148","2012-03","WOODLANDS","5 ROOM","896C","WOODLANDS DR 50","01 TO 05",118,"Improved",1997,460000
"2149","2012-03","WOODLANDS","5 ROOM","857","WOODLANDS ST 83","01 TO 05",126,"Improved",1996,460000
"2150","2012-03","WOODLANDS","5 ROOM","689A","WOODLANDS DR 75","11 TO 15",110,"Premium Apartment",2004,463000
"2151","2012-03","WOODLANDS","5 ROOM","786D","WOODLANDS DR 60","11 TO 15",121,"Improved",1997,464000
"2152","2012-03","WOODLANDS","5 ROOM","717","WOODLANDS DR 70","06 TO 10",119,"Improved",1997,467000
"2153","2012-03","WOODLANDS","5 ROOM","688F","WOODLANDS DR 75","06 TO 10",110,"Premium Apartment",2004,470000
"2154","2012-03","WOODLANDS","4 ROOM","513","WOODLANDS DR 14","11 TO 15",107,"Premium Apartment",1999,470000
"2155","2012-03","WOODLANDS","5 ROOM","767","WOODLANDS CIRCLE","11 TO 15",110,"Improved",2003,470000
"2156","2012-03","WOODLANDS","5 ROOM","501","WOODLANDS DR 14","06 TO 10",124,"Improved",1998,470000
"2157","2012-03","WOODLANDS","5 ROOM","731","WOODLANDS CIRCLE","11 TO 15",122,"Improved",1997,472000
"2158","2012-03","WOODLANDS","5 ROOM","35","MARSILING DR","16 TO 20",118,"Standard",1977,472200
"2159","2012-03","WOODLANDS","5 ROOM","894C","WOODLANDS DR 50","06 TO 10",119,"Improved",1996,473000
"2160","2012-03","WOODLANDS","5 ROOM","687C","WOODLANDS DR 75","11 TO 15",114,"Premium Apartment",2003,473000
"2161","2012-03","WOODLANDS","5 ROOM","534","WOODLANDS DR 14","01 TO 05",123,"Premium Apartment",1999,476000
"2162","2012-03","WOODLANDS","5 ROOM","897A","WOODLANDS DR 50","06 TO 10",123,"Improved",1997,480000
"2163","2012-03","WOODLANDS","5 ROOM","879","WOODLANDS ST 82","11 TO 15",125,"Improved",1996,485000
"2164","2012-03","WOODLANDS","5 ROOM","681C","WOODLANDS DR 62","06 TO 10",121,"Premium Apartment",2000,490000
"2165","2012-03","WOODLANDS","5 ROOM","689B","WOODLANDS DR 75","16 TO 20",110,"Premium Apartment",2004,491000
"2166","2012-03","WOODLANDS","EXECUTIVE","583","WOODLANDS DR 16","06 TO 10",131,"Apartment",2001,495000
"2167","2012-03","WOODLANDS","5 ROOM","681A","WOODLANDS DR 62","06 TO 10",120,"Premium Apartment",2000,495000
"2168","2012-03","WOODLANDS","5 ROOM","678","WOODLANDS AVE 6","06 TO 10",121,"Improved",1998,497000
"2169","2012-03","WOODLANDS","5 ROOM","514","WOODLANDS DR 14","01 TO 05",128,"Premium Apartment",1999,497000
"2170","2012-03","WOODLANDS","5 ROOM","517","WOODLANDS DR 14","01 TO 05",129,"Premium Apartment",2000,497000
"2171","2012-03","WOODLANDS","5 ROOM","521","WOODLANDS DR 14","01 TO 05",125,"Premium Apartment",2000,5e+05
"2172","2012-03","WOODLANDS","EXECUTIVE","589","WOODLANDS DR 16","01 TO 05",131,"Apartment",2001,505000
"2173","2012-03","WOODLANDS","5 ROOM","687C","WOODLANDS DR 75","11 TO 15",114,"Premium Apartment",2003,507000
"2174","2012-03","WOODLANDS","EXECUTIVE","670","WOODLANDS DR 71","01 TO 05",131,"Apartment",2000,510000
"2175","2012-03","WOODLANDS","5 ROOM","846","WOODLANDS AVE 4","11 TO 15",132,"Model A",1996,510000
"2176","2012-03","WOODLANDS","5 ROOM","509","WOODLANDS DR 14","11 TO 15",125,"Premium Apartment",1999,515000
"2177","2012-03","WOODLANDS","EXECUTIVE","893C","WOODLANDS DR 50","01 TO 05",144,"Maisonette",1996,518000
"2178","2012-03","WOODLANDS","EXECUTIVE","522","WOODLANDS DR 14","01 TO 05",142,"Premium Apartment",2000,535000
"2179","2012-03","WOODLANDS","EXECUTIVE","635","WOODLANDS RING RD","01 TO 05",142,"Maisonette",1999,538000
"2180","2012-03","WOODLANDS","EXECUTIVE","302","WOODLANDS ST 31","01 TO 05",163,"Apartment",1993,542000
"2181","2012-03","WOODLANDS","EXECUTIVE","635","WOODLANDS RING RD","01 TO 05",141,"Apartment",1999,557000
"2182","2012-03","WOODLANDS","EXECUTIVE","648","WOODLANDS RING RD","06 TO 10",141,"Apartment",1998,565000
"2183","2012-03","WOODLANDS","EXECUTIVE","652","WOODLANDS RING RD","01 TO 05",141,"Apartment",1998,575000
"2184","2012-03","WOODLANDS","EXECUTIVE","788C","WOODLANDS CRES","11 TO 15",141,"Apartment",1999,583500
"2185","2012-03","WOODLANDS","EXECUTIVE","788D","WOODLANDS CRES","06 TO 10",141,"Apartment",1999,585000
"2186","2012-03","WOODLANDS","EXECUTIVE","118","MARSILING RISE","01 TO 05",173,"Apartment",1995,590000
"2187","2012-03","WOODLANDS","EXECUTIVE","658","WOODLANDS RING RD","06 TO 10",144,"Maisonette",1998,590000
"2188","2012-03","WOODLANDS","EXECUTIVE","405","WOODLANDS ST 41","01 TO 05",173,"Apartment",1995,630000
"2189","2012-03","WOODLANDS","EXECUTIVE","419","WOODLANDS ST 41","06 TO 10",177,"Apartment",1995,640000
"2190","2012-03","WOODLANDS","EXECUTIVE","821","WOODLANDS ST 82","01 TO 05",177,"Apartment",1995,659500
"2191","2012-03","WOODLANDS","EXECUTIVE","402","WOODLANDS ST 41","06 TO 10",177,"Apartment",1995,660000
"2192","2012-03","WOODLANDS","EXECUTIVE","848","WOODLANDS ST 82","06 TO 10",176,"Apartment",1995,668000
"2193","2012-03","WOODLANDS","EXECUTIVE","342","WOODLANDS AVE 1","11 TO 15",179,"Apartment",1995,670000
"2194","2012-03","WOODLANDS","EXECUTIVE","847","WOODLANDS ST 82","01 TO 05",177,"Apartment",1995,685000
"2912","2012-04","CENTRAL AREA","2 ROOM","8","JLN KUKOH","11 TO 15",53,"Improved",1971,285000
"2913","2012-04","CENTRAL AREA","2 ROOM","8","JLN KUKOH","06 TO 10",53,"Improved",1971,292888
"2914","2012-04","CENTRAL AREA","3 ROOM","640","ROWELL RD","01 TO 05",74,"Model A",1984,389000
"2915","2012-04","CENTRAL AREA","3 ROOM","263","WATERLOO ST","21 TO 25",60,"Improved",1978,440000
"2916","2012-04","CENTRAL AREA","3 ROOM","4","TG PAGAR PLAZA","16 TO 20",59,"Improved",1977,445050
"2917","2012-04","CENTRAL AREA","4 ROOM","661","BUFFALO RD","06 TO 10",85,"Improved",1982,450000
"2918","2012-04","CENTRAL AREA","4 ROOM","662","BUFFALO RD","21 TO 25",82,"Improved",1982,460000
"2919","2012-04","CENTRAL AREA","3 ROOM","533","UPP CROSS ST","06 TO 10",68,"Improved",1980,465000
"2920","2012-04","CENTRAL AREA","3 ROOM","263","WATERLOO ST","06 TO 10",68,"Improved",1978,470000
"2921","2012-04","CENTRAL AREA","4 ROOM","671B","KLANG LANE","06 TO 10",75,"Model A",2003,510000
"2922","2012-04","CENTRAL AREA","5 ROOM","672A","KLANG LANE","01 TO 05",106,"Improved",2002,605000
"2923","2012-04","CENTRAL AREA","5 ROOM","672A","KLANG LANE","11 TO 15",105,"Improved",2002,635000
"2924","2012-04","CENTRAL AREA","5 ROOM","672A","KLANG LANE","06 TO 10",105,"Improved",2002,642000
"2925","2012-04","CENTRAL AREA","5 ROOM","4","TG PAGAR PLAZA","16 TO 20",118,"Adjoined flat",1977,855000
"3248","2012-04","JURONG EAST","3 ROOM","410","PANDAN GDNS","11 TO 15",72,"Improved",1979,295000
"3249","2012-04","JURONG EAST","3 ROOM","306","JURONG EAST ST 32","01 TO 05",68,"New Generation",1983,302000
"3250","2012-04","JURONG EAST","3 ROOM","40","TEBAN GDNS RD","06 TO 10",74,"Improved",1978,302000
"3251","2012-04","JURONG EAST","3 ROOM","34","TEBAN GDNS RD","01 TO 05",77,"Improved",1977,310000
"3252","2012-04","JURONG EAST","3 ROOM","208","JURONG EAST ST 21","06 TO 10",67,"New Generation",1982,314000
"3253","2012-04","JURONG EAST","3 ROOM","110","JURONG EAST ST 13","01 TO 05",68,"New Generation",1982,315000
"3254","2012-04","JURONG EAST","3 ROOM","110","JURONG EAST ST 13","01 TO 05",68,"New Generation",1982,323000
"3255","2012-04","JURONG EAST","3 ROOM","321","JURONG EAST ST 31","01 TO 05",74,"Model A",1984,324000
"3256","2012-04","JURONG EAST","3 ROOM","215","JURONG EAST ST 21","01 TO 05",67,"New Generation",1984,325000
"3257","2012-04","JURONG EAST","3 ROOM","207","JURONG EAST ST 21","01 TO 05",67,"New Generation",1983,327000
"3258","2012-04","JURONG EAST","3 ROOM","222","JURONG EAST ST 21","01 TO 05",67,"New Generation",1984,329000
"3259","2012-04","JURONG EAST","3 ROOM","261","JURONG EAST ST 24","01 TO 05",68,"New Generation",1983,329000
"3260","2012-04","JURONG EAST","3 ROOM","303","JURONG EAST ST 32","01 TO 05",67,"New Generation",1983,330000
"3261","2012-04","JURONG EAST","3 ROOM","303","JURONG EAST ST 32","01 TO 05",67,"New Generation",1983,330000
"3262","2012-04","JURONG EAST","3 ROOM","210","JURONG EAST ST 21","06 TO 10",67,"New Generation",1983,337000
"3263","2012-04","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","06 TO 10",68,"New Generation",1983,338000
"3264","2012-04","JURONG EAST","3 ROOM","211","JURONG EAST ST 21","01 TO 05",67,"New Generation",1983,341000
"3265","2012-04","JURONG EAST","3 ROOM","207","JURONG EAST ST 21","06 TO 10",67,"New Generation",1983,344000
"3266","2012-04","JURONG EAST","3 ROOM","257","JURONG EAST ST 24","11 TO 15",68,"New Generation",1983,345000
"3267","2012-04","JURONG EAST","3 ROOM","264","JURONG EAST ST 24","01 TO 05",68,"New Generation",1983,345000
"3268","2012-04","JURONG EAST","3 ROOM","102","JURONG EAST ST 13","11 TO 15",68,"New Generation",1982,350000
"3269","2012-04","JURONG EAST","3 ROOM","102","JURONG EAST ST 13","01 TO 05",68,"New Generation",1982,352000
"3270","2012-04","JURONG EAST","3 ROOM","301","JURONG EAST ST 32","06 TO 10",68,"New Generation",1983,353000
"3271","2012-04","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","11 TO 15",68,"New Generation",1983,358000
"3272","2012-04","JURONG EAST","3 ROOM","249","JURONG EAST ST 24","01 TO 05",82,"New Generation",1983,367000
"3273","2012-04","JURONG EAST","4 ROOM","108","JURONG EAST ST 13","06 TO 10",90,"New Generation",1982,415000
"3274","2012-04","JURONG EAST","5 ROOM","52","TEBAN GDNS RD","01 TO 05",121,"Improved",1987,435000
"3275","2012-04","JURONG EAST","4 ROOM","324","JURONG EAST ST 31","01 TO 05",104,"Model A",1984,437000
"3276","2012-04","JURONG EAST","4 ROOM","317","JURONG EAST ST 31","06 TO 10",105,"Model A",1984,441500
"3277","2012-04","JURONG EAST","4 ROOM","112","JURONG EAST ST 13","06 TO 10",92,"New Generation",1981,448000
"3278","2012-04","JURONG EAST","4 ROOM","62","TEBAN GDNS RD","11 TO 15",90,"Model A",2003,457000
"3279","2012-04","JURONG EAST","5 ROOM","322","JURONG EAST ST 31","06 TO 10",121,"Improved",1985,484000
"3280","2012-04","JURONG EAST","5 ROOM","407","PANDAN GDNS","01 TO 05",129,"Standard",1979,490000
"3281","2012-04","JURONG EAST","5 ROOM","332","JURONG EAST AVE 1","06 TO 10",135,"Model A",1985,492000
"3282","2012-04","JURONG EAST","4 ROOM","288A","JURONG EAST ST 21","11 TO 15",104,"Model A",2000,520000
"3283","2012-04","JURONG EAST","4 ROOM","286D","TOH GUAN RD","11 TO 15",104,"Model A",1999,520000
"3284","2012-04","JURONG EAST","5 ROOM","332","JURONG EAST AVE 1","06 TO 10",134,"Model A",1985,520000
"3285","2012-04","JURONG EAST","EXECUTIVE","337","JURONG EAST AVE 1","01 TO 05",149,"Maisonette",1985,575000
"3286","2012-04","JURONG EAST","EXECUTIVE","325","JURONG EAST ST 31","01 TO 05",141,"Apartment",1985,588800
"3287","2012-04","JURONG EAST","5 ROOM","288A","JURONG EAST ST 21","06 TO 10",123,"Improved",2000,590000
"3288","2012-04","JURONG EAST","5 ROOM","286A","TOH GUAN RD","06 TO 10",123,"Improved",1998,595000
"3289","2012-04","JURONG EAST","5 ROOM","288D","JURONG EAST ST 21","06 TO 10",123,"Improved",2000,601000
"3290","2012-04","JURONG EAST","EXECUTIVE","287C","JURONG EAST ST 21","06 TO 10",144,"Apartment",1998,697000
"4162","2012-04","WOODLANDS","3 ROOM","125","MARSILING RISE","01 TO 05",60,"Improved",1985,250000
"4163","2012-04","WOODLANDS","3 ROOM","129","MARSILING RISE","01 TO 05",60,"Improved",1985,269000
"4164","2012-04","WOODLANDS","3 ROOM","1A","WOODLANDS CTR RD","01 TO 05",68,"New Generation",1981,270000
"4165","2012-04","WOODLANDS","3 ROOM","15","MARSILING LANE","01 TO 05",65,"Improved",1976,280000
"4166","2012-04","WOODLANDS","3 ROOM","15","MARSILING LANE","01 TO 05",65,"Improved",1976,280000
"4167","2012-04","WOODLANDS","3 ROOM","129","MARSILING RISE","06 TO 10",60,"Improved",1985,280000
"4168","2012-04","WOODLANDS","3 ROOM","23","MARSILING DR","01 TO 05",67,"New Generation",1977,288000
"4169","2012-04","WOODLANDS","3 ROOM","6","MARSILING DR","11 TO 15",65,"Improved",1976,297000
"4170","2012-04","WOODLANDS","3 ROOM","22","MARSILING DR","11 TO 15",67,"New Generation",1977,298000
"4171","2012-04","WOODLANDS","3 ROOM","15","MARSILING LANE","01 TO 05",78,"Improved",1976,298000
"4172","2012-04","WOODLANDS","3 ROOM","202","MARSILING DR","06 TO 10",68,"New Generation",1981,299000
"4173","2012-04","WOODLANDS","3 ROOM","217","MARSILING CRES","06 TO 10",74,"Model A",1982,302000
"4174","2012-04","WOODLANDS","3 ROOM","23","MARSILING DR","06 TO 10",67,"New Generation",1977,305000
"4175","2012-04","WOODLANDS","3 ROOM","206","MARSILING DR","01 TO 05",68,"New Generation",1981,308000
"4176","2012-04","WOODLANDS","3 ROOM","31","MARSILING DR","11 TO 15",73,"New Generation",1977,310000
"4177","2012-04","WOODLANDS","3 ROOM","204","MARSILING DR","06 TO 10",68,"New Generation",1981,310000
"4178","2012-04","WOODLANDS","3 ROOM","145","WOODLANDS ST 13","06 TO 10",68,"New Generation",1985,310000
"4179","2012-04","WOODLANDS","3 ROOM","164","WOODLANDS ST 13","01 TO 05",67,"New Generation",1985,310000
"4180","2012-04","WOODLANDS","3 ROOM","1","MARSILING DR","11 TO 15",76,"Improved",1974,312000
"4181","2012-04","WOODLANDS","3 ROOM","405","WOODLANDS ST 41","01 TO 05",68,"New Generation",1995,315000
"4182","2012-04","WOODLANDS","4 ROOM","7","MARSILING DR","06 TO 10",88,"Improved",1976,319000
"4183","2012-04","WOODLANDS","3 ROOM","145","WOODLANDS ST 13","06 TO 10",68,"New Generation",1985,330000
"4184","2012-04","WOODLANDS","3 ROOM","311","WOODLANDS ST 31","06 TO 10",73,"Model A",1993,330000
"4185","2012-04","WOODLANDS","3 ROOM","157","WOODLANDS ST 13","06 TO 10",73,"Model A",1985,335000
"4186","2012-04","WOODLANDS","3 ROOM","102","WOODLANDS ST 13","01 TO 05",67,"New Generation",1985,336000
"4187","2012-04","WOODLANDS","3 ROOM","159","WOODLANDS ST 13","01 TO 05",73,"Model A",1990,336000
"4188","2012-04","WOODLANDS","3 ROOM","316","WOODLANDS ST 31","01 TO 05",73,"Model A",1993,339000
"4189","2012-04","WOODLANDS","3 ROOM","313","WOODLANDS ST 31","01 TO 05",73,"Model A",1993,339000
"4190","2012-04","WOODLANDS","3 ROOM","151","WOODLANDS ST 13","06 TO 10",73,"Model A",1985,340000
"4191","2012-04","WOODLANDS","4 ROOM","436","WOODLANDS ST 41","11 TO 15",84,"Simplified",1996,340000
"4192","2012-04","WOODLANDS","4 ROOM","205","MARSILING DR","01 TO 05",91,"New Generation",1980,342000
"4193","2012-04","WOODLANDS","3 ROOM","161","WOODLANDS ST 13","11 TO 15",73,"Model A",1990,343000
"4194","2012-04","WOODLANDS","4 ROOM","344","WOODLANDS ST 32","01 TO 05",84,"Simplified",1993,343000
"4195","2012-04","WOODLANDS","4 ROOM","437","WOODLANDS ST 41","06 TO 10",84,"Simplified",1996,343000
"4196","2012-04","WOODLANDS","3 ROOM","318","WOODLANDS ST 31","11 TO 15",83,"Model A",1993,345000
"4197","2012-04","WOODLANDS","3 ROOM","832","WOODLANDS ST 83","01 TO 05",73,"Model A",1994,346000
"4198","2012-04","WOODLANDS","4 ROOM","347","WOODLANDS AVE 3","01 TO 05",84,"Simplified",1988,346000
"4199","2012-04","WOODLANDS","4 ROOM","29","MARSILING DR","01 TO 05",97,"New Generation",1979,350000
"4200","2012-04","WOODLANDS","4 ROOM","334","WOODLANDS ST 32","06 TO 10",83,"Simplified",1985,352000
"4201","2012-04","WOODLANDS","4 ROOM","842","WOODLANDS ST 82","11 TO 15",84,"Simplified",1994,352000
"4202","2012-04","WOODLANDS","4 ROOM","173","WOODLANDS ST 13","01 TO 05",94,"New Generation",1989,353000
"4203","2012-04","WOODLANDS","4 ROOM","855","WOODLANDS ST 83","01 TO 05",90,"Simplified",1993,353000
"4204","2012-04","WOODLANDS","4 ROOM","427","WOODLANDS ST 41","01 TO 05",100,"Model A",1997,355000
"4205","2012-04","WOODLANDS","4 ROOM","33","MARSILING DR","01 TO 05",98,"New Generation",1978,358000
"4206","2012-04","WOODLANDS","4 ROOM","853","WOODLANDS ST 83","06 TO 10",84,"Simplified",1993,360000
"4207","2012-04","WOODLANDS","3 ROOM","31","MARSILING DR","11 TO 15",87,"New Generation",1977,360000
"4208","2012-04","WOODLANDS","3 ROOM","317","WOODLANDS ST 31","06 TO 10",73,"Model A",1993,360000
"4209","2012-04","WOODLANDS","4 ROOM","5","MARSILING DR","16 TO 20",90,"Improved",1974,360000
"4210","2012-04","WOODLANDS","4 ROOM","665","WOODLANDS RING RD","01 TO 05",85,"Model A2",2000,360000
"4211","2012-04","WOODLANDS","4 ROOM","171","WOODLANDS ST 11","06 TO 10",91,"New Generation",1985,363000
"4212","2012-04","WOODLANDS","4 ROOM","5A","MARSILING DR","06 TO 10",90,"Model A",2002,366000
"4213","2012-04","WOODLANDS","4 ROOM","751","WOODLANDS CIRCLE","01 TO 05",103,"Model A",1998,368000
"4214","2012-04","WOODLANDS","4 ROOM","337","WOODLANDS AVE 1","06 TO 10",83,"Simplified",1985,368000
"4215","2012-04","WOODLANDS","4 ROOM","761","WOODLANDS AVE 6","01 TO 05",102,"Model A",1998,370000
"4216","2012-04","WOODLANDS","4 ROOM","34","MARSILING DR","11 TO 15",98,"New Generation",1978,370000
"4217","2012-04","WOODLANDS","4 ROOM","584","WOODLANDS DR 16","01 TO 05",91,"Model A",2001,370500
"4218","2012-04","WOODLANDS","4 ROOM","104","WOODLANDS ST 13","06 TO 10",91,"New Generation",1985,371000
"4219","2012-04","WOODLANDS","4 ROOM","151","WOODLANDS ST 13","01 TO 05",103,"Model A",1985,372000
"4220","2012-04","WOODLANDS","4 ROOM","337","WOODLANDS AVE 1","11 TO 15",83,"Simplified",1985,373000
"4221","2012-04","WOODLANDS","4 ROOM","577","WOODLANDS DR 16","01 TO 05",91,"Model A",2000,373000
"4222","2012-04","WOODLANDS","4 ROOM","730","WOODLANDS CIRCLE","01 TO 05",101,"Model A2",1997,377000
"4223","2012-04","WOODLANDS","4 ROOM","171","WOODLANDS ST 11","06 TO 10",91,"New Generation",1985,378000
"4224","2012-04","WOODLANDS","4 ROOM","621","WOODLANDS DR 52","01 TO 05",102,"Model A",1998,379000
"4225","2012-04","WOODLANDS","4 ROOM","110","WOODLANDS ST 13","06 TO 10",91,"New Generation",1987,380000
"4226","2012-04","WOODLANDS","4 ROOM","755","WOODLANDS AVE 4","11 TO 15",102,"Model A",1997,382000
"4227","2012-04","WOODLANDS","4 ROOM","854","WOODLANDS ST 83","06 TO 10",84,"Simplified",1993,382000
"4228","2012-04","WOODLANDS","4 ROOM","657","WOODLANDS RING RD","01 TO 05",100,"Model A",1998,383000
"4229","2012-04","WOODLANDS","4 ROOM","747","WOODLANDS CIRCLE","01 TO 05",103,"Model A",1998,385000
"4230","2012-04","WOODLANDS","4 ROOM","769","WOODLANDS DR 60","06 TO 10",101,"Model A",1997,385000
"4231","2012-04","WOODLANDS","4 ROOM","665","WOODLANDS RING RD","01 TO 05",85,"Model A2",2000,385000
"4232","2012-04","WOODLANDS","4 ROOM","428","WOODLANDS ST 41","01 TO 05",104,"Model A",1996,385000
"4233","2012-04","WOODLANDS","4 ROOM","620","WOODLANDS DR 52","06 TO 10",95,"Model A2",1998,386000
"4234","2012-04","WOODLANDS","4 ROOM","786B","WOODLANDS DR 60","11 TO 15",91,"Model A2",1997,388000
"4235","2012-04","WOODLANDS","4 ROOM","677","WOODLANDS AVE 6","01 TO 05",101,"Model A",1998,388888
"4236","2012-04","WOODLANDS","4 ROOM","428","WOODLANDS ST 41","01 TO 05",104,"Model A",1996,390000
"4237","2012-04","WOODLANDS","4 ROOM","899B","WOODLANDS DR 50","01 TO 05",100,"Model A",1997,392000
"4238","2012-04","WOODLANDS","4 ROOM","549","WOODLANDS DR 44","06 TO 10",102,"Model A",2000,393000
"4239","2012-04","WOODLANDS","4 ROOM","824","WOODLANDS ST 81","06 TO 10",103,"Model A",1989,393000
"4240","2012-04","WOODLANDS","4 ROOM","845","WOODLANDS ST 82","11 TO 15",84,"Simplified",1994,393000
"4241","2012-04","WOODLANDS","4 ROOM","638","WOODLANDS RING RD","01 TO 05",102,"Model A",1999,395000
